"pt","en"
"O governo é ilegítimo, não pode decidir sobre a PEC 55 #PEC55 #PEC241 #responsabilidadeFiscal #ForaTemer https://t.co/oJgPgdPZfd","The government is illegitimate, it can not decide on the PEC 55 # PEC55 # PEC241 #Fiscalresponsibility #ForaTemer https://t.co/oJgPgdPZfd"
"Décryptage de la #PEC55, ce projet gouvernemental de gel des dépenses publiques qui crée la controverse au #Brésil https://t.co/25753A2d4S","Décryptage of # PEC55, ce projet gouvernemental de gel des dépenses publiques qui crée the controverse au # Brésil https://t.co/25753A2d4S"
"RT @letiferreira__: hj fui na UPA/SUS e só digo uma coisa: a PEC55 vai ser aprovada e quem n tem plano de saúde é melhor n ficar doente nos…","RT @leviferreira__: I've been in the UPA / SUS and I'm just saying one thing: the PEC55 is going to be approved and who does not have a health insurance plan is better ..."
"RT @Mavsampaio: Vamos acessar o site do @SenadoFederal analisar e opinar sobre a PEC55!
https://t.co/FLtZ0U41cd https://t.co/EV4jbu7a9t","RT @Mavsampaio: Let's go to the @SenadoFederal site to analyze and give an opinion on the PEC55!  Https://t.co/FLtZ0U41cd https://t.co/EV4jbu7a9t"
"Excelente didática sobre a PEC55 em uma conotação administrativa!!! https://t.co/VrF6PoAZFq","Excellent didactics on the PEC55 in an administrative connotation !!! Https://t.co/VrF6PoAZFq"
"Povo de SP, vai rolar ato contra a PEC55 dia 27, na Av. Paulista, 15 h. Fazer pressão por aqui é válido, mas ñ substitui ir às ruas. Avante!","People of SP, will act against the PEC55 day 27, in Av. Paulista, 15 h. Making pressure here is valid, but it does not replace going to the streets. Forward!"
"RT @MarivoneProf: ' APRENDA A SEPARAR O LIXO \","RT @MarivoneProf: 'LEARN TO SEPARATE THE TRASH \"
"No Marrom é pra colocar bosta ! ...kk","In Brown it is to put crap! Kk"
"#ForaTemer","#ForeTemer"
"NÃO À #PECdaMaldade #PEC55 https://t.co/Qq…\"",1
#PEC55","NO TO #PECdaMaldade # PEC55 https://t.co/Qq...\"",1  # PEC55"
"Campanha online","Online campaign"
"#Senadores","#Senators"
"#VotemPeloBrasil","#VotemPeloBrazil"
"e","and"
"#DesocupaTemer","#OrderTemer"
"https://t.co/8TuQLAEQjh""",""
"\\Faça o que eu digo e não o que faço\""","\\ Do what I say and not what I do \ """
"Bom dia pra quem tem vergonha desse presidente...","Good morning to those who are ashamed of this president ..."
"#Temer","#To fear"
"#pec55 https://t.co/ZenssPnsnG\"",1
Especialistas alertam que #PEC55 (241) prejudicará seguridade social e ampliará brutalmente a desigualdade no Brasil https://t.co/5GAoVjZLps""","# Pec55 https://t.co/ZenssPnsnG\"",1  Experts warn that # PEC55 (241) will harm social security and brutally widen inequality in Brazil https://t.co/5GAoVjZLps """
"Fechamento d agências do BB #Pec55 byebye pré-sal, aposentar aos 70

Parabéns pobre d direita q pediu impeachment e agora ta com o cu na mão","Closing d agencies of BB # Pec55 byebye pre-salt, retire at 70    Congratulations poor d right q asked impeachment and now ta with cu in hand"
"RT @MarceloACoelho1: #DevolveRenan
se soubesse o nível da espetacularização
teria devolvido
#VoltaDilma
#OcupaTudo
Serra 23 milhões
#LutarÉ…","RT @Philippines  If he knew the level of spectacularization  Would have refunded  #VoltaDilma  I'm busy  Sierra 23 million  # Fight ..."
"Diário CACIC.UFRN já saiu! https://t.co/mcvcmTUz5N Graças a @Blog_CF @CGUonline @SenadoFederal #pec55 #dadosabertos","Diary CACIC.UFRN already left! Https://t.co/mcvcmTUz5N Thanks to @Blog_CF @CGUonline @SenadoFederal # pec55 #dadosabertos"
"RT @MarivoneProf: \\ O PODEROSO PUTIN AO ENCONTRAR COM O GOLPISTA  TEMER\""","RT @MarivoneProf: \\ THE POWERFUL PUTIN WHEN FINDING WITH THE HUNTER FEAR \ """
"&gt","& Gt"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/Lu05uQ9iaF","RT @ptbrasil: Students repudiate high school MP, # PEC55 and Gag Law. Https://t.co/Lu05uq9iaF"
"#Pra #Quê   #Pec55 ???? https://t.co/X4pTKIB44n","#Pra # What # Pec55 ???? Https://t.co/X4pTKIB44n"
"Mamilospod MUITO OBRIGADO pelo programa sobre a #pec241, foi incrível ouvir tudo o que vocês falaram. #pec55

— Drama King (carlos_casca) N…","Mamilospod THANK YOU for the program about # pec241, it was amazing to hear everything you said. # Pec55    - Drama King (carlos_casca) N ..."
"RT @carlos_casca: @Mamilospod MUITO OBRIGADO pelo programa sobre a #pec241, foi incrível ouvir tudo o que vocês falaram.  #pec55","RT @carlos_casca: @Mamilospod THANK YOU for the program about # pec241, it was amazing to hear everything you said. # Pec55"
"papai noel com roupa de frio, bota e neve; Temer no governo, Pec55 (...) tanta coisa que não faz sentido nesse brasil","Santa claus with cold clothes, boot and snow; Fear in the government, Pec55 (...) so much that does not make sense in this Brazil"
"RT @JenSoares73: O #BANQUETE DA MORTE #DiaDaConscienciaNegra #ConscienciaNegra #racismo #zumbidospalmares #Zumbi #PECdaMaldade #PECdaMorte…","RT @Danielle: I do not know what to do, but I do not know what to do."
"@FrancisWudson @thepatricao então o q defende? Vc é a favor ou contra a PEC55? Vc foi a favor do Impeachment? Vc acha q Lula ñ sabia d nada?","@FrancisWudson @thepatricao then what do you defend? Are you for or against PEC55? Did you favor Impeachment? Do you think Lula did not know anything?"
"@Caiado_2018 @ronaldocaiado entendendo de modo simples e prático a PEC55 https://t.co/9saVZZQnfi . Ñ podemos cometer injustiças! Repassem","@ Caiado_2018 @ronaldocaiado understanding in a simple and practical way the PEC55 https://t.co/9saVZZQnfi. We can not commit injustices! Repass"
"O #BANQUETE DA MORTE #DiaDaConscienciaNegra #ConscienciaNegra #racismo #zumbidospalmares #Zumbi #PECdaMaldade… https://t.co/bAxlVAJ2R7","The #BANQUETE DE MORTE #DiaDaConscienciaNegra #ConscienciaNegra #racismo #zumbidospalmares #Zumbi # PECdaMaldade ... https://t.co/bAxlVAJ2R7"
"O PT é contrário a PEC55 da mesma maneira que foi  contra o Plano Real, lei de responsabilidade Fiscal e a constitu… https://t.co/QWMzZOml8V","The PT is contrary to PEC55 in the same way that it was against the Real Plan, Fiscal Responsibility Law and the Constitu ... https://t.co/QWMzZOml8V"
"O previsível roteiro político do golpe (artigo Ricardo Gebrim) https://t.co/GOmaLBNqBF #ForaTemer #PEC55 #PECdoFimDoMundo #PECdaMorte","The predictable political script of the coup (Ricardo Gebrim article) https://t.co/GOmaLBNqBF #ForaTemer # PEC55 #PECdoFimDoMundo #PECdaMorte"
"O previsível roteiro político do golpe (artigo Ricardo Gebrim) https://t.co/GOmaLC51td #ForaTemer #PEC55 #PECdoFimDoMundo #PECdaMorte","The predictable political script of the coup (Ricardo Gebrim article) https://t.co/GOmaLC51td #ForaTemer # PEC55 #PECdoFimDoMundo #PECdaMorte"
"Bonito viu @Inep_Imprensa  fica de cuzisse.... e o jantar da #PEC55 vai custar quanto???? deveriam retirar a porra… https://t.co/kqwmzp4JhF","Bonito saw @Inep_Imprensa gets of cuzisse .... and dinner of # PEC55 will cost how much ???? Should they fuck off ... https://t.co/kqwmzp4JhF"
"#PEC55 prejudicará estados e municípios https://t.co/xMV46tDsa8 #ForaTemer #PECdoFimDoMundo #PECdaMorte","# PEC55 will hurt states and municipalities https://t.co/xMV46tDsa8 #ForaTemer #PECdoFimDoMundo #PECdaMorte"
"Sono veio e vou com ele. Ótima 2ª a todos os amigos que apoiam NÃO 
#PECdaMaldade que é PEC55 no Senado e… https://t.co/ypb73WXp8k","Sono came and I go with him. Great 2nd to all friends who support NO  #PECdaMaldade that is PEC55 in the Senate and ... https://t.co/ypb73WXp8k"
"RT @MarivoneProf: HOJE É DOMINGO......DIA DE CERVEJA  \\ ESPECIAL\\"" ...kk","RT @MarivoneProf: TODAY IS SUNDAY ...... BEER DAY \\ SPECIAL \\ ""... kk"
"#ForaTemer a reação continua.","#ForeTemer the reaction continues."
"#PECdaMaldade  que é a #Pec55 NO SENA…""","#PECdaMaldade that is the # Pec55 NO SENA ... """
"RT @MarivoneProf: \\ HOJE É DOMINGO......TEM  SOPA  PATRIOTA \\"" ...kk","RT @MarivoneProf: \\ TODAY IS SUNDAY ...... HAS PATRIOT SOUP \\ ""... kk"
"&gt; #ForaTemer &lt; a reação continua.","& Gt; #ForeTemer & lt; The reaction continues."
"#PECdaMaldade  PEC55 NÃOOOOOOO https:…""","#PECdaMaldade PEC55 NOOOOOOO https: ... """
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"HOJE É DOMINGO......DIA DE CERVEJA  \\ ESPECIAL\\"" ...kk","TODAY IS SUNDAY ...... BEER DAY \\ SPECIAL \\ ""... kk"
"#ForaTemer a reação continua.","#ForeTemer the reaction continues."
"#PECdaMaldade  que é a #Pec55 N… https://t.co/OJZRxo1Iiu""","#PECdaMaldade that is the # Pec55 N ... https://t.co/OJZRxo1Iiu """
"RT @vanessasenadora: Temer quer aprovar a qualquer custo a #PEC241, agora no Senado #PEC55, que congela recursos da saúde e da educação, de…","RT @vanessasenadora: Temer wants to approve at any cost to # PEC241, now in Senate # PEC55, which freezes health and education resources, from ..."
"#PEC241 #PEC55 https://t.co/DTyDvmVaHi","# PEC241 # PEC55 https://t.co/DTyDvmVaHi"
"RT @vermelhoce: Especialistas alertam que #PEC55 (241) prejudicará seguridade social e ampliará brutalmente a desigualdade no Brasil https:…","RT @mysterecompany: I'm not sure what to expect, but I do not know what to do."
"RT @meirelesff: Nature sobre o efeito da PEC55 na ciência brasileira: congelar por 20 anos um orçamento que é o menor dos últimos 7 https:/…","RT @meirelesff: Nature about the effect of PEC55 on Brazilian science: freeze for 20 years a budget that is the lowest of the last 7 https: / ..."
"\\ O PODEROSO PUTIN AO ENCONTRAR COM O GOLPISTA  TEMER\""","\\ THE POWERFUL PUTIN WHEN FINDING WITH THE HUNTER FEAR \ """
"#PECdaMaldade  PEC55 NÃO ! https://t.co/2qkspVufeR\"",1
RT @Laura_Diz: #vomitaço #ForaTemer #PEC55 https://t.co/Sl5xrmc2Ql""","#PECdaMale PEC55 NO! Https://t.co/2qkspVufeR\"",1  RT @Laura_Diz: # vomitaço #ForaTemer # PEC55 https://t.co/Sl5xrmc2Ql """
"Nature sobre o efeito da PEC55 na ciência brasileira: congelar por 20 anos um orçamento que é o menor dos últimos 7 https://t.co/brUcBiXBy5","Nature about the effect of PEC55 on Brazilian science: freeze for 20 years a budget that is the lowest of the last 7 https://t.co/brUcBiXBy5"
"#PEC55 https://t.co/oOUWH9iA7A","# PEC55 https://t.co/oOUWH9iA7A"
"\\ HOJE É DOMINGO......TEM  SOPA  PATRIOTA \\"" ...kk","\\ TODAY IS SUNDAY ...... HAS PATRIOT SOUP \\ ""... kk"
"&gt; #ForaTemer &lt; a reação continua.","& Gt; #ForeTemer & lt; The reaction continues."
"#PECdaMaldade  PEC55 NÃOOOOOOO https://t.co/omCMm85QJN""","#PECdaMaldade PEC55 NOOOOOOO https://t.co/omCMm85QJN """
"RT @MarivoneProf: \\ QUE NOITE LINDA.....FAZ UM PEDIDO SNOOPY. \""","RT @MarivoneProf: \\ THAT BEAUTIFUL NIGHT ..... MAKES A SNOOPY ORDER. \ """
"#PECdaMaldade  que é a  #PEC55 NÃOOOOOOO…\"",1
\\"" QUE NOITE LINDA.....FAZ UM PEDIDO SNOOPY. \""","#PECdaMaldade that is the # PEC55 NOOOOOOO ... \ "", 1  \ ""THAT'S NIGHT BEAUTIFUL ..... MAKE A SNOOPY ORDER. \"""
"#PECdaMaldade  que é a  #PEC55 NÃOO… https://t.co/toIlzhsKCy\"",1
RT @PTnaCamara: #MaisLidas Comissão de Fiscalização Financeira e Controle faz seminário para debater #PEC241 #PEC55 https://t.co/yzs8BouHlE…""","#PECdaMaldade that is # PEC55 NOO ... https://t.co/toIlzhsKCy\"",1  RT @PTnaCamara: #MaisLidas Committee on Financial Control and Control holds a seminar to discuss # PEC241 # PEC55 https://t.co/yzs8BouHlE... """
"Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/7kavkTHAOq by #ptbrasil via @c0nvey","Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/7kavkTHAOq by #ptbrasil via @ c0nvey"
"' APRENDA A SEPARAR O LIXO \","'LEARN TO SEPARATE THE GARBAGE \"
"NÃO À #PECdaMaldade #PEC55 https://t.co/QqSGpz0YSy\"",1
RT @ptbrasiI: Leia artigo da senadora gleisi sobre a #PEC55: https://t.co/RihTSRCqlv""","NO TO #PECdaMaldade # PEC55 https://t.co/QqSGpz0YSy\"",1  RT @ptbrasiI: Read senator gleisi's article on # PEC55: https://t.co/RihTSRCqlv """
"#MaisLidas Comissão de Fiscalização Financeira e Controle faz seminário para debater #PEC241 #PEC55 https://t.co/yzs8BouHlE com @LeoDoPT","#MaisLidas Committee on Financial Control and Control holds a seminar to discuss # PEC241 # PEC55 https://t.co/yzs8BouHlE com @LeoDoPT"
"Retweeted Jornalistas Livres (@j_livres):

Belém

Ato político cultural contra #Pec55 na Pça da República... https://t.co/F5sVzUXel6","Retweeted Free Journalists (@j_livres):    Belém    Cultural political act against # Pec55 in Pça da República ... https://t.co/F5sVzUXel6"
"Belém

Ato político cultural contra #Pec55 na Pça da República

Iniciativa professores, técnicos e alunos da UFPA… https://t.co/s2lMkRTHEO","Belém    Cultural political act against # Pec55 in Pça da República    UFPA teachers, technicians and students initiative ... https://t.co/s2lMkRTHEO"
"caralho o sid falou da pec55 o cara nem sabe o que é, pensou que ele tivesse falado do album do costa 155 kkkkkkkk","Fuck the sid said the pec55 the guy does not know what it is, he thought he had talked about the coast album 155 kkkkkkkk"
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"RT @ptbrasiI: A #PEC55 e o mito do descontrole da dívida pública, leia artigo da senadora gleisi: https://t.co/RihTSRCqlv","RT @ptbrasiI: A # PEC55 and the myth of the uncontrolled public debt, read senator gleisi article: https://t.co/RihTSRCqlv"
"Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/e3suum2ZE1 by #ptbrasil via @c0nvey","Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/e3suum2ZE1 by #ptbrasil via @ c0nvey"
"MENTIRA CRIMINOSA
Recruta da #GloboGolpista diz correção p inflação é mesmo q crescimento dos gastos e q juros já p… https://t.co/wEMmpGW1j0","CRIMINAL LIE  I'm not sure what to do, but I do not know what to do ... https://t.co/wEMmpGW1j0"
"RT @ivonepita: #PEC55, #ReformaDaPrevidência e os signos https://t.co/YD34er0RIk","RT @index: # PEC55, # ReformaDaPrevidência and the signs https://t.co/YD34er0RIk"
"RT @redebrasilatual: UNE: 'Brasília vai virar a capital das ocupações', dia 29, contra #PEC55 https://t.co/DNUdJwZnu2 https://t.co/fk52DCgG…","RT @redebrasilatual: UNE: 'Brasilia will become the capital of the occupations', day 29, against # PEC55 https://t.co/DNUdJwZnu2 https://t.co/fk52DCgG..."
"@Mamilospod MUITO OBRIGADO pelo programa sobre a #pec241, foi incrível ouvir tudo o que vocês falaram.  #pec55","@Mamilospod THANK YOU for the program about # pec241, it was amazing to hear everything you guys said. # Pec55"
"Especialistas alertam que #PEC55 (241) prejudicará seguridade social e ampliará brutalmente a desigualdade no Brasil https://t.co/YZxVs1yMeJ","Experts warn that # PEC55 (241) will undermine social security and brutally widen inequality in Brazil https://t.co/YZxVs1yMeJ"
"#PEC55, #ReformaDaPrevidência e os signos https://t.co/YD34er0RIk","# PEC55, #Registration and the signs https://t.co/YD34er0RIk"
"RT @oobservadorbr: Revista \\Nature\\"" mostrando a batalha dos cientistas brasileiros p/ não se ferrarem com a PEC55 (ex-PEC241)...","RT @oobservadorbr: Magazine \\ Nature \\ ""showing the battle of Brazilian scientists to not fuck with PEC55 (ex-PEC241) ..."
"https://t…""",""
"Revista \\Nature\\"" mostrando a batalha dos cientistas brasileiros p/ não se ferrarem com a PEC55 (ex-PEC241)...","Revista \\ Nature \\ ""showing the battle of the Brazilian scientists to not fuck with PEC55 (ex-PEC241) ..."
"https://t.co/zGGsXeLqA9""",""
"RT @PersonalEscrito: #Brazil: Police beat up a photographer at demo against the austerity bill in #RiodeJaneiro. #PEC55 #PECdoFimDoMundo ht…","RT @PersonalWriter: #Brazil: Police beat up a photographer at demo against the austerity bill in #RiodeJaneiro. # PEC55 #PECdoFimDoMundo ht ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"Elas tavam protestando contra a #pec55 no Rio, o JN cobria ao vivo e elas interrompiam o repórter pra repudiar.","They were protesting against the # pec55 in Rio, the JN covered live and they interrupted the reporter to repudiate."
"#VEMPRARUA : #Brasilnasruas20Nov #CORRUPCAONAO #FORATEMER #PEC55 #PEC241 #NÃO ! https://t.co/CyH2JKOJLQ","#VEMPRARUA: # Brasilnasruas20Nov #CORRUPCAONAO #FORATEMER # PEC55 # PEC241 # NO! Https://t.co/CyH2JKOJLQ"
"@Douglas_TRIBR ligar... Uma ação ter efeito não significa q a #pec55 seja modificada imediatamente. É difícil p vc entender... entendo!","@Douglas_TRIBR connect ... An action takes effect does not mean that the # pec55 is modified immediately. It's hard for you to understand ... I understand!"
"Repercussão internacional sobre impacto da #PEC241 #PEC55 na pesquisa científica brasileira.","International repercussion on the impact of # PEC241 # PEC55 on Brazilian scientific research."
"Depois de 6 anos de \\ajustes\\"" na Europa seguem pedindo +<U+2702><U+2702>. #PEC55 #PECdoFimdoMundo não é solução para o Brasil https://t.co/LEOqTjhjrq""","After 6 years of \\ adjustments \\ ""in Europe keep asking for <U + 2702> <U + 2702>. # PEC55 #"
"RT @PersonalEscrito: [VIDEO] Brazilian federal government sent hundreds of military police to help the repression in #RiodeJaneiro. #Alerj…","RT @PersonalWriter: [VIDEO] Brazilian federal government sentenced hundreds of military police to help the repression in #RiodeJaneiro. # Alerj ..."
"Vamos pra cima contra a PEC55- Do fim do mundo!
.   -NENHUM DIREITO A MENOS <U+270A> https://t.co/wwaxjD9PRB","Let's go up against PEC55- From the end of the world!  . -NOT RIGHT AT LEAST <U + 270A> https://t.co/wwaxjD9PRB"
"RT @Castro2Monica: Jornal local fala da greve da UFMG contra Pec55 como uma displicência de quem está comprometido com a desinformação.","RT @ Castro2Monica: Local newspaper speaks of the UFMG strike against Pec55 as a disinclination of those who are committed to disinformation."
"@SenadoFederal golpista. #PEC55 “Nós somos a bola da vez dos golpistas” https://t.co/lh6ivBjARI  #golpe #ConsciênciaNegra","@SenadoFederal coup. # PEC55 ""We are the ball of the coup's turn"" https://t.co/lh6ivBjARI #golpe #Negra Conscience"
"RT @PTnaCamara: \\DESIGUALDADE PARA MIM É INVEJA\\"" | Esse é o pensamento por trás da INTELLIGENTZIA brasileira que defende a #PEC241 #PEC55 h…""","RT @PTnaCamara: \\ INEQUALITY FOR ME IS ENVY \\ ""| This is the thought behind the Brazilian INTELLIGENTZIA that defends the # PEC241 # PEC55 h ..."""
"RT @laurasito: Daqui a pouco estarei em Cachoeirinha conversando com a população sobre os impactos da PEC55 sobre a população... https://t.…","RT @laurasito: Soon I'll be in Cachoeirinha talking to the population about the impacts of PEC55 on the population ... https: //t...."
"RT @jjaimebr: RT @PSDBcard Não deixe este vídeo morrer.\\certeza na frente e a história na mão\\"".","RT @jjaimebr: RT @PSDBcard Do not let this video die. \\ sure in the front and story in hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://…""",""
"Até a Nature acha a PEC55 algo ruim, só não vê quem não quer ou quem não leu a PEC  e raciocinou direito. https://t.co/gGichO8qsp","Even Nature finds PEC55 a bad thing, just does not see who does not want or who has not read the PEC and reasoned right. Https://t.co/gGichO8qsp"
"Daqui a pouco estarei em Cachoeirinha conversando com a população sobre os impactos da PEC55 sobre a população... https://t.co/duRySeuiND","Soon I will be in Cachoeirinha talking to the population about the impacts of PEC55 on the population ... https://t.co/duRySeuiND"
"Weitere Proteste gegen Festsetzung der Staatsausgaben in #Brasilien | amerika21 https://t.co/DIqncgptmm","Weitere Proteste gegen Festsetzung der Staatsausgaben in #Brasilien | Amerika21 https://t.co/DIqncgptmm"
"RT @ptbrasiI: Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/KDArmKIg9N","RT @ptbrasiI: Trade Unions and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/KDArmKIg9N"
