id	name	category	fan_count	checkins	talking_about_count	description	is_community_page	is_verified	cover	link	website
1409845479286096	Suzano Contra a PEC 55/241	Organization	946	0	3	O que é um Plebiscito Popular? Um Plebiscito é uma consulta na qual os cidadão e cidadãs votam para aprovar ou não uma questão. De acordo com as leis brasileiras somente o Congresso Nacional pode convocar um Plebiscito. Apesar disso, desde o ano 2000, os Movimentos Sociais brasileiros começaram a organizar Plebiscitos Populares sobre temas diversos, em que qualquer pessoa, independente do sexo, da idade ou da religião, pode trabalhar para que ele seja realizado, organizando grupos em seus bairros, escolas, universidades, igrejas, sindicatos, aonde quer que seja, para dialogar com a população sobre um determinado tema e coletar votos. O Plebiscito Popular permite que milhões de brasileiros expressem a sua vontade política e pressionem os poderes públicos a seguir a vontade da maioria do povo. O que é uma Constituinte? É a realização de uma assembleia de deputados eleitos pelo povo para modificar a economia e a política do País e definir as regras, instituições e o funcionamento das instituições de um Estado como o governo, o Congresso e o Judiciário, por exemplo. Suas decisões resultam em uma Constituição. A do Brasil é de 1988. Porque uma Constituinte Exclusiva e Soberana do Sistema Político? Nos meses de Junho e Julho de 2013 milhões de jovens brasileiros foram às ruas para lutar por melhores condições de vida, inicialmente contra o aumento das tarifas do transporte, mas rapidamente a luta por mais direitos sociais estava presente nas mobilizações, pedia-se mais saúde, mais educação, mais democracia. Nos cartazes, faixas e rostos pintados também diziam que a política atual não representa essa juventude, que quer mudanças profundas na sociedade brasileira. As mobilizações das ruas obtiveram conquistas em todo o país, principalmente com as revogações dos aumentos das tarifas dos transportes ou até diminuição da tarifa em algumas cidades, o que nos demonstrou que é com luta que a vida muda! Mas a grande maioria das reivindicações não foram atendidas pelos poderes públicos. Não foram atendidas porque a estrutura do poder político no Brasil e suas “regras de funcionamento” não permitem que se avance para mudanças profundas. Apesar de termos conquistado o voto direto nas eleições, existe uma complexa teia de elementos que são usados nas Campanhas Eleitorais que “ajudam” a garantir a vitória de determinados candidatos. A cada dois anos assistimos e ficamos enojados com a lógica do nosso sistema político. Vemos, por exemplo, que os candidatos eleitos têm um gasto de Campanha muito maior que os não eleitos, demonstrando um dos fatores do poder econômico nas eleições. Também vemos que o dinheiro usado nas Campanhas tem origem, na sua maior parte, de empresas privadas, que financiam os candidatos para depois obter vantagens nas decisões políticas, ou seja, é uma forma clara e direta de chantagem. Assim, o ditado popular “Quem paga a banda, escolhe a música” se torna a melhor forma de falar do poder econômico nas eleições. Além disso, ao olharmos para a composição do nosso Congresso Nacional vemos que é um Congresso de deputados e senadores que fazem parte da minoria da População Brasileira. Olhemos mais de perto a sua composição: - mais de 70% de fazendeiros e empresários (da educação, da saúde, industriais, etc) sendo que maioria da população é composta de trabalhadores e camponeses. - 9% de Mulheres, sendo que as mulheres são mais da metade da população brasileira. - 8,5% de Negros, sendo que 51% dos brasileiros se auto-declaram negros. - Menos de 3% de Jovens, sendo que os Jovens (de 16 a 35 anos) representam 40% do eleitorado do Brasil. Olhando para esses dados, é praticamente impossível não chegar a conclusão de que “Esse Congresso não nos representa!!!” e que eles não resolverão os problemas que o povo brasileiro, em especial a juventude, levou às ruas em 2013. E para solucionar todos esses problemas fundamentais da nossa sociedade (educação, saúde, moradia, transporte, terra, trabalho, etc.) chegamos a conclusão de que não basta mudarmos “as pessoas” que estão no Congresso. Precisamos mudar “as regras do jogo”, mudar o Sistema Político Brasileiro. E isso só será possível se a voz dos milhões que foram as ruas em 2013 for ouvida. Como não esperamos que esse Congresso “abra seus ouvidos” partimos para a ação, organizando um Plebiscito Popular que luta por uma Assembléia Constituinte, que será exclusivamente eleita e terá poder soberano para mudar o Sistema Político Brasileiro, pois somente através dessa mudança será possível alcançarmos a resolução de tantos outros problemas que afligem nosso povo.			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/14956656_1813717405565566_3924942819421750254_n.jpg?oh=4e8809d98fd122a49b01209804675063&oe=58CA4FFC" width="120" />	https://www.facebook.com/PlebiscitcontituinteSuzano/	http://www.plebiscitoconstituinte.org.br/
565316616938013	PEC in het seizoen 1954/55	Interest	0	0	0	Het seizoen 1954/1955 was het 44e jaar in het bestaan van de Zwolse voetbalclub PEC. De club kwam uit in de Tweede Klasse Oost A.Zie ook PEC Zwolle	1		 	https://www.facebook.com/pages/PEC-in-het-seizoen-195455/565316616938013	
1819877714964525	PEC 55	Community	0	0	0				 	https://www.facebook.com/PEC-55-1819877714964525/	
186819441778066	Barrar a PEC 55	Political Organization	1	0	2	A emenda constitucional, que será votada nos próximos dias pelo senado, vai congelar os gastos com políticas sociais pelos próximos 20 anos, independente do aumento da população e de qualquer aumento de receitas que o governo federal vier a ter.  O que se espera é praticamente o fim dos investimentos em mobilidade urbana, como metrô e corredores de ônibus, ampliando a crise de mobilidade que atinge nossas cidades pelas próximas duas décadas.  #ocupatudocontraaPEC55			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15094407_186819941778016_6307669939048925006_n.jpg?oh=74a8c7c43451c73ddcf4d99815f6ef0b&oe=58CD497E" width="120" />	https://www.facebook.com/Barrar-a-PEC-55-186819441778066/	
277696969294489	Todxs contra a PEC 241-55 Unipampa Dom Pedrito	Community	154	0	58				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15000844_277703829293803_8274402069077672644_o.jpg" width="120" />	https://www.facebook.com/Todxs-contra-a-PEC-241-55-Unipampa-Dom-Pedrito-277696969294489/	
809881119115253	Vamos Nos Juntar Aos Nossos Filhos - as universitários Contra a Pec 55.	Community	8	0	0				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15027432_809892519114113_6378415622421790530_n.jpg?oh=b53f60c39f82cf5108abb27a3a5ad1f8&oe=588A105B" width="120" />	https://www.facebook.com/paismaesefilhoscontraapec55/	Linkedin.com.br
158315501020138	Pec 556/2002 Soldado Da Borracha	Government Official	33	0	0				 	https://www.facebook.com/Pec-5562002-Soldado-Da-Borracha-158315501020138/	
206579696449674	Não ao Pec 241/55	Community	74	0	3				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14955947_206582603116050_7361109728779947991_n.jpg?oh=cf3f98e7cd7e765dcc78019b2f8c2acb&oe=58B46C82" width="120" />	https://www.facebook.com/Não-ao-Pec-24155-206579696449674/	http://www.facebook.com/nãoapec241/55
1521318071217984	Ato Público Contra a PEC 55 241 em Porto Alegre	Local Business	1	7	0		1		 	https://www.facebook.com/pages/Ato-P%C3%BAblico-Contra-a-PEC-55-241-em-Porto-Alegre/1521318071217984	
271073959628837	Frente São Paulo em Defesa da Previdência Social Pública - PEC 555	Community	329	0	1	Grupo da Frente Nacional São Paulo em Defesa da Previdência Social Pública - Pela aprovação da PEC 555/2006 no Congresso Nacional que extingue a Contribuição Previdenciária de Servidores Aposentados			<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/10547971_797547240314837_1345594461514844718_o.jpg" width="120" />	https://www.facebook.com/frente.sp.555/	http://frente-sp-555.blogspot.com/
552752858248503	Na luta Contra a PEC 241/55	Local Business	1	6	0		1		 	https://www.facebook.com/pages/Na-luta-Contra-a-PEC-24155/552752858248503	
1787064288199588	Nao A PEC 241/55	News/Media Website	3	0	1				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15055721_1791539457752071_4989340119904262036_n.jpg?oh=65bb45ce3cd4361396b5d38474fc435d&oe=588A0967" width="120" />	https://www.facebook.com/Nao-A-PEC-24155-1787064288199588/	
170407226754542	Jjlages Contra PEC 55	Community	0	0	0				 	https://www.facebook.com/Jjlages-Contra-PEC-55-170407226754542/	
219300305169612	Juntos Contra A PEC 241/55	Community	2	0	1				 	https://www.facebook.com/Juntos-Contra-A-PEC-24155-219300305169612/	
1275354019203479	Todos Contra a -PEC 55".	Personal Blog	0	0	1				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15170876_1275360599202821_2590843051623255907_n.jpg?oh=becb6751e6e42e0e8b438acac9d7215b&oe=58CEC2E9" width="120" />	https://www.facebook.com/Todos-Contra-a-PEC-55-1275354019203479/	http://www.soucontraapec55.com.br
338176959874291	PEC 55?- Não Agora,não Pra Sempre".	Fictional Character	0	0	0				 	https://www.facebook.com/PEC-55-Não-Agoranão-Pra-Sempre-338176959874291/	
1900964063468863	São Lourenço contra PEC 55	Community	0	0	0				 	https://www.facebook.com/São-Lourenço-contra-PEC-55-1900964063468863/	
1683261545299149	CABO Contra A Pec241	Community	199	0	4				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/14702394_1683274005297903_7388515124083683148_n.png?oh=caf65bc4683f6fad100028c1a3ff049a&oe=58D10458" width="120" />	https://www.facebook.com/cabocontrapec55/	
1325152010831185	JHC Global	Company	0	1	0				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14524627_1325159347497118_409382388557941975_o.jpg" width="120" />	https://www.facebook.com/JHCGlobal/	http://www.jhcglobal.net/
1773278709616571	Bexco Auditorium	Local Business	0	0	0		1		 	https://www.facebook.com/pages/Bexco-Auditorium/1773278709616571	
1746869795597517	Busan Baby & Kids Fair	Event Planner	1	0	0				 	https://www.facebook.com/Busan-Baby-Kids-Fair-1746869795597517/	
1681058625491460	경남 건축 인테리어 전시회	Company	1	0	0				 	https://www.facebook.com/lhexpo2007/	http://www.housingexpo.net
1039188509503635	Busan Baby & Kids Fair	Event Planner	0	0	0				 	https://www.facebook.com/Busan-Baby-Kids-Fair-1039188509503635/	http://www.babynkidsfair.com
1023096844396770	Busan Fashion Week 2015	Local Business	0	1	0		1		 	https://www.facebook.com/pages/Busan-Fashion-Week-2015/1023096844396770	
520861328116881	PEC Gateway	Local Business	0	0	0		1		 	https://www.facebook.com/pages/PEC-Gateway/520861328116881	
364437330301793	부산 백스코	Local Business	12	706	0		1		 	https://www.facebook.com/pages/%EB%B6%80%EC%82%B0-%EB%B0%B1%EC%8A%A4%EC%BD%94/364437330301793	http://www.bexco.co.kr
200912370294880	부산/대구 차.공예 박람회	Event Planner	8	1	0	안녕하세요 부산/대구 차.공예 박람회 입니다. 부산 (상반기) 2016.06.30 - 07.03 벡스코 부산 (하반기) 2016.11.24 - 11.27 대구 (하반기) 2016.11.03 - 11.06 엑스코  좋아요 하고 친구맺어요 ♥			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13062297_200921476960636_8509580835517144307_n.jpg?oh=0fffc3e642269c39e498bc3f32230715&oe=58C4C156" width="120" />	https://www.facebook.com/부산대구-차공예-박람회-200912370294880/	http://www.teafair.co.kr
178392999222753	부산경남건축인테리어전시회	Company	9	0	0				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/13217248_178399975888722_298258462860535908_o.jpg" width="120" />	https://www.facebook.com/부산경남건축인테리어전시회-178392999222753/	http://www.housingexpo.net
137308239802929	부산국제철도및물류산업전	Local Business	3	3	0		1		 	https://www.facebook.com/pages/%EB%B6%80%EC%82%B0%EA%B5%AD%EC%A0%9C%EC%B2%A0%EB%8F%84%EB%B0%8F%EB%AC%BC%EB%A5%98%EC%82%B0%EC%97%85%EC%A0%84/137308239802929	http://www.raillogkorea.com/
1724643494450023	씨몬스터전:바닷속 과학이야기	Museum/Art Gallery	2712	4	0				<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/13439028_1734512510129788_3350039725854018354_n.png?oh=7fdfc64be024f84afbfaf7a54eb9de9c&oe=58C02956" width="120" />	https://www.facebook.com/seamonsters.expo/	http://seamonsters.co.kr
414312205437703	부산패션위크2015	Event Planner	10	0	0				<img src="https://scontent.xx.fbcdn.net/t31.0-0/p526x296/12184024_414325605436363_8673632956960163778_o.jpg" width="120" />	https://www.facebook.com/busanfashionweek.org/	http://www.busanfashionweek.org/ko-KR/
154254031452283	Party&Play	Grocery Store	71	58	0				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/1911946_192620910948928_1938544936_o.jpg" width="120" />	https://www.facebook.com/bexcoparty1/	http://www.bexcoparty.com http://blog.naver.com/littlebii
732516163531948	한국원자력연차대회	Event Planner	67	0	1	우리는 이제 ‘평화를 위한 원자력(Atoms for Peace)’과 함께 했던 시간을 뒤로 하고 ‘인류를 위한 원자력(Atoms for People)’으로 거듭나 원자력의 재도약을 위한 대장정에 다시 오르려 합니다. 그 출발선에서 서서히 더워지는 지구촌, 청정에너지를 갈구하는 국민의 바램을 채워 줄 깨끗하고, 믿음직한, 한결같은 원자력에 재시동을 걸고자 합니다. 우리는 지난 세월, 인적 자원 하나로 세계 굴지의 원전강국에 등극했으며 그 주인공은 바로 국민입니다. 그럼에도 불구하고 많은 국민들이 원자력에 대한 허구에 시달리고 있습니다. 이제는 국민이 돌아오길 기다리지 말고 우리가 찾아 나서야 합니다. 바야흐로 국민과 함께하는 공감의 길로 나가야 할 때입니다.			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/q81/s720x720/11096411_748510671932497_4072776520676491266_n.jpg?oh=10bb7f0879e66ca21400ca11832792e3&oe=58C129A8" width="120" />	https://www.facebook.com/kapconf/	http://www.kapconf.com
502194013198260	부산머니쇼                Busan MONEY SHOW 2016	Event Planner	173	5	2	최신 금융정보를 한 곳에서 만날 수 있는 종합 재테크 박람회 2016 부산머니쇼가 2016년 11월 3일(목)부터 11월 5일(토)까지 부산 BEXCO 제2전시장에서 개최됩니다.			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14915161_1147455145338807_7932429749678964806_n.jpg?oh=d7f8861b613b0a896ae3b1c8d5f20b4c&oe=58D1BC17" width="120" />	https://www.facebook.com/busanmoney/	http://www.busanmoney.co.kr
143297149414203	벡스코 제1전시장	Local Business	1	70	0		1		 	https://www.facebook.com/pages/%EB%B2%A1%EC%8A%A4%EC%BD%94-%EC%A0%9C1%EC%A0%84%EC%8B%9C%EC%9E%A5/143297149414203	
867370729952618	부산 조경·정원 박람회  Landscape&Garden Show BUSAN	Business Service	601	1	0	부산조경정원박람회 공식 페이지입니다. 많은 관심과 참여 부탁드립니다 :)			<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/10830536_867952296561128_3970364978988066333_o.jpg" width="120" />	https://www.facebook.com/busanlandscape/	http://www.landscapebusan.com
145951185604297	Personal PEC	Consulting/Business Service	713	10	4	Empresa atuante do segmento pecuário nas áreas de Gestão Agropecuária, Manejo e Planejamento Reprodutivo, Qualificação e Melhoramento Genético de Bovinos de Corte e Qualificação de Recursos Humanos.			<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12219481_420365764829503_4100260997701945143_n.jpg?oh=889cbb3be4e17f1428edca45230b74de&oe=58CFE609" width="120" />	https://www.facebook.com/PersonalPec/	http://www.personalpec.com.br
691053444396136	부산국제보트쇼 Busan Int'l BOAT SHOW	Event Planner	1917	27	2				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/1979324_731561280345352_6752980933086723089_o.jpg" width="120" />	https://www.facebook.com/boatshowbusan/	http://www.boatshowbusan.com
213941395425891	Entech Korea	Energy	1115	10	9	■ 명칭 국제환경에너지산업전(ENTECH 2016)  ■ 기간 2016. 08. 31 (수) ~ 9.02 (금)  ■ 관람시간 08.31 - 개막식 이후(12:00) ~ 17:00 09.01 - 10:00 ~ 17:00 (입장마감 16:30) 09.02 - 10:00 ~ 15:00 (입장마감 14:30)  ■ 장소 BEXCO 제1전시장  ■ 규모 300개사 750부스  ■ 전시품목 환경: 수처리 등 물산업, 폐기물처리, 에너지 자원화, 대기, 녹색기술/제품 에너지: 신재생 에너지: 풍력, 태양광(열), 연료전지, 지열, 조력, 바이오매스, 전력, 발전, 가스, 플랜트, 에너지절감, 공공부문 WIND KOREA 2014 풍력 특별 전시관 전시  ■ 주최 부산광역시, 국제신문  ■ 주관 BEXCO, 투데이에너지, KOTRA, 한국녹색산업기술연구조합, 부산녹색구매지원센터  ■ 후원 산업통상자원부, 환경부, 부산울산지방중소기업청, 한국전력공사, 한국수력원자력, 한국남동발전, 한국중부발전, 한국서부발전, 한국남부발전, 한국동서발전, 한국가스공사, 한국가스안전공사, 한국석유공사, 에너지관리공단, 한국환경공단, 한국환경산업기술원, 한국환경산업협회, 한국산업단지공단, 부산시기계공업협동조합, 한국풍력산업협회, 한국보전협회, 부산상공회의소, 부산환경공단,  부산테크노파크,  KBS부산방송총국, 부산MBC, KNN			<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/1421192_579064375580256_3715200586092336554_o.jpg" width="120" />	https://www.facebook.com/entechkorea/	http://www.entechkorea.net/
234997979957769	ArtBusan 아트부산	Organization	1569	217	3				<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14543928_405439762913589_1817074175441995294_o.jpg" width="120" />	https://www.facebook.com/artbusankorea/	http://www.artbusankorea.com
