id	name	cover	type	description	start_time	attending_count	declined_count	interested_count	noreply_count	maybe_count	place	country	city	lat	lng
357596897965546	Assembleia Geral do Campus RP - PEC 55/241	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14991825_1211742882217157_4188608315910107084_n.jpg?oh=723935d429b2d30f2bb51a669f35f068&oe=58D5990F" width="120" />	public	Após reunião entre todos os Centros Acadêmicos da USP de Ribeirão Preto, foi decidido convocar uma nova Assembleia Geral do Campus, no intuito de discutir e decidir qual será a posição e consequentes ações do corpo estudantil diante de dois tópicos principais:  •A possível aprovação da PEC 241/55 •A Terceirização do Bandejão também no horário do almoço  Nesta assembleia de todos os cursos, serão apresentados os posicionamentos de cada curso após Assembleias nas Unidades e também serão discutidas ações e encaminhamentos para serem tomados pelos estudantes! Venha construir o movimento estudantil!!  Nesta terça-feira, às 18 horas, no vão do Bandex!!	2016-11-22T18:00:00-0200	102	0	73	1828	73	Bandejão Usp/rp	Brazil	Ribeirão Prêto	-21.178333333333	-47.806666666667
177944169335429	Manifestação contra a PEC 55 (241)	 	public	Fiquem atentos! Os Centros Acadêmicos das Engenharias Civil e Química e o Grêmio Estudanil dos Cursos Técnicos convidam os alunos da Rede Federal de Educação Profissional, Científica e Tecnológica na região, os alunos do IFSULDEMINAS - Campus Pouso Alegre e a população de Pouso Alegre para Manifestação Contra a PEC 55/241, organizada pelos discentes do IFSULDEMINAS - Campus Pouso Alegre, na próxima quarta-feira. Na data, a partir das 15:00, na Praça Senador José Bento, em frente à Catedral Metropolitana de Pouso Alegre, haverá a concentração dos manifestantes para, às 16:00, iniciarmos nossa marcha que seguirá pela Avenida Doutor Lisboa, seguindo para a Avenida Vicente Simões, até a Reitoria do Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais.	2016-11-23T15:00:00-0200	23	0	14	626	14	Praça Senador José Bento	Brazil	Pouso Alegre	-22.230981961988	-45.936030906091
134712557006558	Roda de Conversa - PEC 55 e as Reformas no Ensino Médio	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15107202_788322927973611_7961935555378799921_n.jpg?oh=ce8f3ab3a84e3b94269866414887fb6a&oe=58B90F4A" width="120" />	public	A proposta do evento é de debater como a PEC 55 (241), a Lei da Mordaça (Escola sem Partido) e as reformas do  Ensino Médio afetam as Ciências Sociais, a Sociologia e a Filosofia nas escolas.  Trata-se de um evento aberto para todos os interessados. O mediador do debate será o Prof. João Daniel Dorneles Ramos do Departamento de Sociologia e Política da UFPel e integram a discussão os seguintes professores:  Prof. ANDRÉ LUIS PEREIRA (Instituto Federal Sul-Rio-Grandense - IFSul) Prof. FERNANDO NORA DO ROSÁRIO (Instituto Estadual de Educação Assis Brasil) Profa. KELIN VALEIRÃO (DEPFIL/IFISP/UFPel)  Prof. SÉRGIO B. BARCELLOS (Programa de Pós-Graduação em Sociologia/UFPel)	2016-11-23T14:00:00-0200	48	0	105	1030	105	Ifisp - Ufpel	Brazil	Pelotas	-31.77955	-52.33973
327521717640547	Debate sobre a PEC 55/241	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15078677_1489751617708475_5926316457581934477_n.jpg?oh=a62a0c1bc14652891583e8c152fbd04c&oe=58C5C541" width="120" />	public	O Diretório Acadêmico de Direito da PUC Minas Coração Eucarístico vem convidar a todas e a todos para participar do nosso Debate sobre a PEC 241/55!  Os nossos convidados e a nossa convidada são:  • Afrânio Boppré – Professor, Economista e Vereador pelo PSOL em Florianópolis-SC. • Domingos Savio – Deputado Federal pelo PSDB. • Matheus Simões – Professor, Advogado  e Vereador  eleito pelo Novo em BH. • Sírlei de Sá Moura – Advogada, Mestranda em Direito Econômico e é da Auditoria Cidadã da Dívida Pública.  As inscrições serão realizadas na sede do Diretório Acadêmico de Direito até às 18 horas do dia 18/11/16, CORRA, pois as vagas são extremamente limitadas!  Local: Auditório do Prédio 30 (Teatro João Paulo II).  O evento concederá 4 horas de ACG para os participantes.	2016-11-18T19:00:00-0200	56	0	146	994	146	PUC Minas	Brazil	Belo Horizonte	-19.923587	-43.9903964
352788118405035	Roda de conversa sobre a PEC 55 (241)	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/14962534_1194506183959106_6523697636696655055_n.jpg?oh=c72034d5720591a365620d5a4ba3b2c4&oe=58BBF173" width="120" />	public	Vamos entender a PEC do Fim do Mundo?  Representando um duro golpe ao povo brasileiro, essa proposta de emenda constitucional pretende congelar por 20 anos os gastos públicos com SAÚDE, EDUCAÇÃO, APOSENTADORIAS, SANEAMENTO BÁSICO e muitos outros. Com o discurso de superação da crise econômica quem paga é o trabalhador!   E qual a resposta aos ataques do governo?  São mais de 19 Estados mobilizados entre ocupações e manifestações.   Para entender melhor a PEC e as Ocupações, convidamos a todas(os) a participar da Roda de Conversa sobre a PEC 55 (241).  O espaço acontecerá em duas partes: I) Aula aberta para a explicação da PEC realizada pelo Cursinho Comunitário Pré-vestibular Caiçara; II) Mesa redonda sobre a PEC com a presença de convidados com diferentes perspectivas.  A informação sobre os participantes será atualizada de acordo com a confirmação.    Por nenhum direito a menos!    Organização: Programa de Educação Tutorial – PET Litoral, Cursinho Comunitário Pré-vestibular Caiçara e Espaço Marx do Instituto de Biociências.	2016-11-23T18:00:00-0200	65	0	107	1022	107	UNESP - Campus do Litoral Paulista	Brazil	São Vicente	-23.97154	-46.39553
208046122969646	Mesa redonda - PEC 55 - Contexto UFF	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15025560_1225493714137459_2059286561066940328_o.jpg" width="120" />	public	Fala galera, na próxima sexta (18/11) vai rolar uma mesa redonda no Hall da escola de Engenharia, que discutirá a PEC 55/241 e suas implicações no ensino, pesquisa e extensão da universidade pública e no dia-a-dia da nossa população. Esse é um momento histórico importante, onde as informações estão chegando cada dia de forma mais deturpada e tendenciosa para a sociedade, está em jogo não só a sobrevivência da Universidade Pública, mas do modelo de sociedade que queremos ter daqui a alguns anos. Independente de ideologias, pontos de vista e níveis de interesse sobre esse assunto, entendemos que esta seja uma boa oportunidade para todos discutirmos este assunto tão importante para o nosso dia a dia. Por isso convidamos os corpos docente, discente, administrativo e a sociedade de modo geral para participar desse debate, se aprofundar no tema e buscar soluções.	2016-11-18T14:00:00-0200	46	0	61	391	61	Hall da Escola de Engenharia				
340999472927808	Estudantes Contra A PEC55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15032828_1133462620056231_167534287506413084_n.jpg?oh=a696c0ed0c5b550d9a03388a4bd44d70&oe=58B89DD6" width="120" />	public	Estudantes se encontrarão em suas escolas e irão ate o Barco para termos uma conversa sobre nosso interesses e logo depois irão para a Prefeitura.  *AVISO*  O evento é exclusivo para estudantes.	2016-11-29T09:30:00-0200	19	0	62	68	62	Barco Indaiatuba	Brazil	Indaiatuba	-23.10376	-47.22694
203579396755570	Debate PEC 55/241 e Reforma do Ensino Médio	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15039503_954088338030197_6658848757114721486_o.jpg" width="120" />	public	A PEC 241 passou pro Senado e mudou de nome, agora é PEC 55. Mas o conteúdo continua o mesmo:  congelamento de investimentos públicos (como em saúde, educação, infraestrutura e moradia) por vinte anos.   A MP 746  estabelece um novo modelo para o ensino médio, no qual o estudante pode escolher parte da própria formação e a jornada escolar é ampliada para sete horas diárias. Também tranfere a definição de disciplinas obrigatórias para os três anos do ensino médio, com exceção de português e matemática, para a Base Nacional Comum Curricular - atualmente em discussão. Mais especificamente disciplinas como Sociologia, Educação Física, Filosofia e Artes deixariam de ser obrigatórias.  É permeando estas situações que diversas entidades e sociedade civil estão realizando debates e seminários quanto ao conteúdo da PEC e da MP.  Nesta quinta-feira o evento fica por conta de dois parlamentares que debaterão os dois conteúdos.  Participem! Entrada Franca.	2016-11-17T19:00:00-0200	28	0	39	532	39	Unoesc Campus de Joaçaba	Brazil	Joaçaba	-27.1664984	-51.5175176
289571658110429	Aula Pública: O Estado capturado pelos financistas e a PEC 55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15171214_335024990205426_4418238585479481235_n.jpg?oh=f1f9559c144b2b2b2a4a17220e2a9518&oe=58C9BA52" width="120" />	public	Na segunda-feira a OCUPA Dseg-Arq UFRGS recebe a aula pública: "O Estado capturado pelos financistas e a PEC 55".  O debate aborda o fim da possibilidade do exercício dos direitos sociais e constitucionais através do recorte e congelamento do orçamento federal.  Quem trás o debate é o cientista político e professor de relações internacionais da Unisinos, Bruno Lima Rocha.  Aguardamos todas e todos para essa aula, vem!	2016-11-21T18:30:00-0200	72	0	109	924	109	Rua Sarmento Leite, 325, Porto Alegre - RS, 90050-170, Brasil				
203552116761594	Não Contra A PEC55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/15073281_722028291280616_8976697682409004247_n.jpg?oh=6d4b537a35bc6b6d9019ac2388c7f8db&oe=58BAD6BA" width="120" />	public	Já Está Confirmado o Nosso Proximo Protesto Será Realizado No Portão Principal Do Cepa! ! CONTAMOS COM SUA PRESENÇA :)  Não PERCAM Vamos Vencer essa LUTA MAS UMA VEZ <3 <3	2016-11-18T09:00:00-0300	15	0	11	56	11	Cepa	Brazil	Maceió	-9.6404308284469	-35.738229568738
346769602381826	III Ato Contra a PEC 55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15109406_1029744313818284_6914426542666037280_n.jpg?oh=7af5d994ee42942f6f5b696ca267f224&oe=58C26CAC" width="120" />	public	Nós, estudantes secundaristas da RPT, convocamos toda a sociedade civil (estudantes, pais, professores, trabalhadores) a somar na nossa luta contra a PEC 55 (antiga 241) e o desmonte do estado. QUEREM ACABAR COM O ENSINO MÉDIO E A EDUCAÇÃO! Estudantes, pais e professores, vocês sabem o que o governo federal tem feito pela educação?  Recentemente, o presidente golpista Michel (Fora) Temer propôs uma emenda constitucional (a PEC 55) que visa congelar todos os gastos públicos por 20 anos. Isto é, no ano que vem, o governo gastará o mesmo que gastou neste ano em saúde, educação e demais gastos. Se a PEC 241 estivesse valendo desde 2002, em 2015, seriam investidos 60,7 bilhões de reais a menos na educação. AGORA É A HORA DE LUTARMOS PELOS NOSSOS DIREITOS! Estudante, pai, professor e trabalhador, o governo golpista só se interessa em sucatear cada vez mais a educação e o estado. Esse é o momento de termos unidade e lutarmos por nossos direitos. NÃO À 55!	2016-11-26T10:00:00-0200	63	0	110	379	110	Praça Comendador Müller	Brazil	Americana	-22.740089883333	-47.32980965
684401298389553	Assembleia "PUC contra a PEC 241/55"	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15170854_331222987257117_6058460450808286414_n.jpg?oh=eecf33914d11bdc81450ef52be63f3b4&oe=58C0F701" width="120" />	public	ATENÇÃO ESTUDANTES! ATENÇÃO FUNCIONARIOS E PROFESSORES!  Os Sindicatos, Movimentos Sociais, e Estudantis estão se levantando contra a PEC de diversas maneiras através de greves, paralisações de vias, atos, e ocupações. Já são 170 universidades e mais de 1200 escolas ocupadas em todo o país contra a PEC 55 (antiga 241), que congela investimentos na saúde, educação e assistência social pelos próximos 20 anos.  Chamamos esta Assembléia para que possamos nos posicionar, a partir do lugar que ocupamos, a respeito da PEC e avaliar, juntos, a nossa possibilidade de organização e ação.  AVISEM AOS COLEGAS, NAS AULAS E NOS CORREDORES, ASSEMBLEIA GERAL SEGUNDA, 21 DE NOV. AS 18 HRS!	2016-11-21T18:00:00-0200	233	0	362	1397	362	PUC - SP	Brazil	São Paulo	-23.538110106431	-46.67141475271
203692873372994	Aspectos Técnicos da PEC 55 e a Lei de Responsabilidade Fiscal	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15032076_1841728899405078_8241883471973230232_n.jpg?oh=75822800c31453010ce3f1b2c6178082&oe=58B82FF2" width="120" />	public	O cenário de debates e posicionamentos sobre a PEC 241/55 na UFSC é cada vez mais intenso: diversos centros estão ocupados por estudantes, muitos cursos paralisaram suas aulas, mesmo que temporariamente, como forma de protesto, e as atividades em torno do assunto mostram que é preciso continuar o debate!   Também, em consulta pública realizada, a maioria dos estudantes de Economia participantes se posicionou contra a proposta.  Para que possamos estudar mais a fundo os aspectos técnicos que envolvem a proposta, bem como entender como ela dialoga com a Lei de Responsabilidade Fiscal, o Prof. Guilherme de Oliveira ministrará uma Aula Pública, juntamente com o aluno Tiago Mendonça que irá abordar aspectos jurídicos, na próxima quinta-feira (24/11), às 18h30, no Auditório do CCJ.  O Prof. Guilherme de Oliveira é Doutor em Economia pela USP, e desde este ano é Professor do Departamento de Economia e Relações Internacionais da UFSC, ministrando a disciplina de Economia do Setor Público.  O aluno Tiago Mendonça é Advogado, Bacharel em Direito pela UNIVALI (2010), Mestrando em Filosofia (PPGFilosofia/UFSC). Graduando da 6° fase em Economia pela UFSC   Apesar do viés econômico, todas e todos, independente do curso, estão convidados, assim como a comunidade externa à universidade.	2016-11-24T18:30:00-0200	101	0	191	474	191	Auditório Do CCJ	Brazil	Florianópolis	-27.5983926	-48.5221486
366364350373437	Aula Pública - Pec 55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/15085574_649546771883184_6123822528672827762_n.png?oh=38e2dc619ec37e5532059c4d9e0e33ae&oe=58BABEA7" width="120" />	public	Vamos conversar?  Você sabe como a PEC 55 nos afetará?  Você sabe como a PEC 55 desmascara a verdadeira intenção da MP 746/2016?   Venham assistir a aula pública na praça! É hora lutar pelo pouco que temos e que querem nos tirar.  Vamos adiar pessoal...	2016-11-27T14:30:00-0200	89	2	203	2476	203	Praça Do Bombeiro	Brazil	Santos	-23.941098295	-46.37732493
190537208068951	Debate sobre a PEC 241/ 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15016262_1181511695259105_4384800767934696806_o.jpg" width="120" />	public	Este evento foi idealizado por um grupo de alunos da enfermagem, pedagogia e direito (USP-RP) com o intuito de levantar uma discussão a respeito da situação política atual do país, com o foco na PEC 55 (antiga 241).   - O que é a Proposta de Emenda Constitucional n° 55-2016?  Altera o Ato das Disposições Constitucionais Transitórias, para instituir o Novo Regime Fiscal. Ela foi entregue ao parlamento em 15 de junho.  - O que significa?  A PEC 241-2016 estabelece um novo teto para o gasto púbico, que terá como limite a despesa do ano anterior corrigida pela inflação. A regra de congelamento do gasto público em termos reais valerá por 20 anos, período durante o qual o dinheiro economizado será canalizado para pagamento dos juros e do principal da dívida.   - A PEC 55-2016 trata sobre o Gasto Público?  A PEC 55-2016 do teto do gasto público também desvincula, de percentual da receita de impostos, as despesas com educação e saúde, que não poderão superar o gasto do ano anterior após corrigido pela inflação. Este, seguramente, é o maior retrocesso dos últimos tempos, porque interrompe a trajetória de acesso da população mais pobre aos serviços público de educação e saúde.  Fonte:  http://adurn.org.br/  " SAÚDE E EDUAÇÃO NÃO É GASTO, É INVESTIMENTO "  >>>>> Surgerimos a leitura de materiais antes do debate de fontes confiáveis, visando a QUALIDADE do debate e a troca/construção de conhecimentos <<<<<<  OBS: Nós assumimos um posicionamento em relação a ementa. Tem opnião contrária a nossa? Vem também!  Não será aceito debatedores com teor pessoal e ofensas.	2016-11-17T12:00:00-0200	96	0	103	1594	103	Vão do Bandeco				
337921479908167	Farmácia Contra PEC 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14990987_1461598973867544_3493254107752055016_o.jpg" width="120" />	public	Os estudantes e professores do curso de FARMÁCIA da Universidade Federal Rural do Rio de Janeiro se mobilizam contra  a PEC 55 e se dispõem ao esclarecimento da população de Seropédica diante da atual conjuntura. Por isso promoveremos uma ação beneficente de prestação de serviços e orientação sobre a nova PEC.	2016-11-16T08:00:00-0200	38	0	35	77	35	Seropédica, RJ	Brazil	Seropédica	-22.7472	-43.7169
215535392207527	ATO-Estudantes contra a PEC55 e MP746	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15123428_1123106084405599_7035268306309186434_o.jpg" width="120" />	public	Ato contra a PEC55 e MP746! Nesse momento de ocupações estudantis por todo país, o movimento Mobiliza Sabará e AMES-BH, convocam um ato de rua para lutar pela educação, no dia 18 (sexta-feira). Ás 17:30hrs os estudantes irão se concentrar na Praça Santa Rita (Praça do Coreto) e as 18:00hrs irão caminhar até a Av. Longitudinal .  Vamos pautar nosso direito de estudar e ocupar NOSSAS escolas! NÃO aceitamos Mendonça Filho no Ministério da Educação, porque ele, além de convidar estuprador pra debater educação, faz projeto de privatização das escolas e, além de tudo, junto com o GOLPISTA Michel Temer, propõe um desmonte da educação pública através da MP 746.  Vale lembrar também da PEC 55 (ex PEC 241) que, segundo eles, é uma medida para cortar gastos primários (nos quais entram saúde e educação) por VINTE ANOS - até 2037 - mas, para nós, isso NÃO É GASTO, É INVESTIMENTO!   FORA TEMER! FORA MENDONÇA! NÃO A MP746 e PEC55!	2016-11-18T17:30:00-0200	59	3	93	1438	93	Praça Santa Rita	Brazil	Sabará	-19.891724280296	-43.810573524954
358786361130363	Assembléia Estudantil - PEC 55 (antiga PEC 241)	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14991288_1005131496299765_8852865196453819487_o.jpg" width="120" />	public	O país passa por um momento no mínimo conturbado e ninguém, apoiando ou não sua implementação, pode negar que a PEC 55 (antiga PEC 241) pode mudar os rumos do Brasil.  Nesse momento de peso na história nacional, evadir-se da discussão e de posicionamento frente à questão é se esquecer que o mundo é feito a cada dia, fechando os olhos frente ao dever cidadão de participar da construção do país que será de seus filhos e netos. E que é nosso agora.  De que lado você está? De que lado estaremos nós? Em que discordamos, em que concordamos?  É para ouvir o que você tem a dizer que convidamos todos a participar desse encontro aberto que visa a troca de informações, de opiniões e, principalmente, a consolidação de um posicionamento representativo dos estudantes de graduação do Instituto de Química quanto ao ponto.  De que raios estamos falando?  1- A PEC: https://www25.senado.leg.br/web/atividade/materias/-/materia/127337  2- O que é uma PEC? http://www.politize.com.br/voce-sabe-o-que-e-uma-pec/  3- A consulta pública: https://www12.senado.leg.br/ecidadania/visualizacaomateria?id=127337  Dê a graça da sua presença. Ceda o tempo necessário para pensar sobre aquilo que é de todos.  Até lá.	2016-11-16T17:00:00-0200	51	1	61	388	61	CAIQ UFRJ - Centro Acadêmico do Instituto de Química	Brazil	Rio de Janeiro	-22.860372596047	-43.23040295514
